ignore,description
2-T78.06*,2-Anaphylactic reaction due to food additives
2-T78.07*,2-Anaphylactic reaction due to milk and dairy products
2-T78.08*,2-Anaphylactic reaction due to eggs
2-T78.09*,2-Anaphylactic reaction due to other food products
2-T78.1*,"2-Other adverse food reactions, not elsewhere classified"
2-T78.2*,"2-Anaphylactic shock, unspecified"
2-T78.3*,2-Angioneurotic edema
2-T78.41*,2-Arthus phenomenon
2-T78.49*,2-Other allergy
2-T78.8*,"2-Other adverse effects, not elsewhere classified"
2-T79.0*,2-Air embolism (traumatic)
2-T79.1*,2-Fat embolism (traumatic)
2-T79.2*,2-Traumatic secondary and recurrent hemorrhage and seroma
2-T79.4*,2-Traumatic shock
2-T79.5*,2-Traumatic anuria
2-T79.6*,2-Traumatic ischemia of muscle
2-T79.7*,2-Traumatic subcutaneous emphysema
2-T79.8*,2-Other early complications of trauma
2-T79.9*,2-Unspecified early complication of trauma
2-T79.A0*,"2-Compartment syndrome, unspecified"
2-T79.A1*,2-Traumatic compartment syndrome of upper extremity
2-T79.A2*,2-Traumatic compartment syndrome of lower extremity
2-T79.A3*,2-Traumatic compartment syndrome of abdomen
2-T79.A9*,2-Traumatic compartment syndrome of other sites
2-T80.0*,"2-Air embolism following infusion, transfusion and therapeutic injection"
2-T80.1*,"2-Vascular complications following infusion, transfusion and therapeutic injection"
2-T80.211*,2-Bloodstream infection due to central venous catheter
2-T80.212*,2-Local infection due to central venous catheter
2-T80.218*,2-Other infection due to central venous catheter
2-T80.219*,2-Unspecified infection due to central venous catheter
2-T80.22*,"2-Acute infection following transfusion, infusion, or injection of blood and blood products"
2-T80.29*,"2-Infection following other infusion, transfusion and therapeutic injection"
2-T80.30*,"2-ABO incompatibility reaction due to transfusion of blood or blood products, unspecified"
2-T80.310*,2-ABO incompatibility with acute hemolytic transfusion reaction
2-T80.311*,2-ABO incompatibility with delayed hemolytic transfusion reaction
2-T80.319*,"2-ABO incompatibility with hemolytic transfusion reaction, unspecified"
2-T80.39*,2-Other ABO incompatibility reaction due to transfusion of blood or blood products
2-T80.40*,"2-Rh incompatibility reaction due to transfusion of blood or blood products, unspecified"
2-T80.410*,2-Rh incompatibility with acute hemolytic transfusion reaction
2-T80.411*,2-Rh incompatibility with delayed hemolytic transfusion reaction
2-T80.419*,"2-Rh incompatibility with hemolytic transfusion reaction, unspecified"
2-T80.49*,2-Other Rh incompatibility reaction due to transfusion of blood or blood products
2-T80.51*,2-Anaphylactic reaction due to administration of blood and blood products
2-T80.52*,2-Anaphylactic reaction due to vaccination
2-T80.59*,2-Anaphylactic reaction due to other serum
2-T80.61*,2-Other serum reaction due to administration of blood and blood products
2-T80.62*,2-Other serum reaction due to vaccination
2-T80.69*,2-Other serum reaction due to other serum
2-T80.810*,2-Extravasation of vesicant antineoplastic chemotherapy
2-T80.818*,2-Extravasation of other vesicant agent
2-T80.82*,2-Complication of immune effector cellular therapy
2-T80.89*,"2-Other complications following infusion, transfusion and therapeutic injection"
2-T80.90*,2-Unspecified complication following infusion and therapeutic injection
2-T80.910*,"2-Acute hemolytic transfusion reaction, unspecified incompatibility"
2-T80.911*,"2-Delayed hemolytic transfusion reaction, unspecified incompatibility"
2-T80.919*,"2-Hemolytic transfusion reaction, unspecified incompatibility, unspecified as acute or delayed"
2-T80.92*,2-Unspecified transfusion reaction
2-T80.A0*,"2-Non-ABO incompatibility reaction due to transfusion of blood or blood products, unspecified"
2-T80.A10*,2-Non-ABO incompatibility with acute hemolytic transfusion reaction
2-T80.A11*,2-Non-ABO incompatibility with delayed hemolytic transfusion reaction
2-T80.A19*,"2-Non-ABO incompatibility with hemolytic transfusion reaction, unspecified"
2-T80.A9*,2-Other non-ABO incompatibility reaction due to transfusion of blood or blood products
2-T81*,"2-Complications of procedures, not elsewhere classified"
2-T82.01*,2-Breakdown (mechanical) of heart valve prosthesis
2-T82.02*,2-Displacement of heart valve prosthesis
2-T82.03*,2-Leakage of heart valve prosthesis
2-T82.09*,2-Other mechanical complication of heart valve prosthesis
2-T82.110*,2-Breakdown (mechanical) of cardiac electrode
2-T82.111*,2-Breakdown (mechanical) of cardiac pulse generator (battery)
2-T82.118*,2-Breakdown (mechanical) of other cardiac electronic device
2-T82.119*,2-Breakdown (mechanical) of unspecified cardiac electronic device
2-T82.120*,2-Displacement of cardiac electrode
2-T82.121*,2-Displacement of cardiac pulse generator (battery)
2-T82.128*,2-Displacement of other cardiac electronic device
2-T82.129*,2-Displacement of unspecified cardiac electronic device
2-T82.190*,2-Other mechanical complication of cardiac electrode
2-T82.191*,2-Other mechanical complication of cardiac pulse generator (battery)
2-T82.198*,2-Other mechanical complication of other cardiac electronic device
2-T82.199*,2-Other mechanical complication of unspecified cardiac device
2-T82.211*,2-Breakdown (mechanical) of coronary artery bypass graft
2-T82.212*,2-Displacement of coronary artery bypass graft
2-T82.213*,2-Leakage of coronary artery bypass graft
2-T82.218*,2-Other mechanical complication of coronary artery bypass graft
2-T82.221*,2-Breakdown (mechanical) of biological heart valve graft
2-T82.222*,2-Displacement of biological heart valve graft
2-T82.223*,2-Leakage of biological heart valve graft
2-T82.228*,2-Other mechanical complication of biological heart valve graft
2-T82.310*,2-Breakdown (mechanical) of aortic (bifurcation) graft (replacement)
2-T82.311*,2-Breakdown (mechanical) of carotid arterial graft (bypass)
2-T82.312*,2-Breakdown (mechanical) of femoral arterial graft (bypass)
2-T82.318*,2-Breakdown (mechanical) of other vascular grafts
2-T82.319*,2-Breakdown (mechanical) of unspecified vascular grafts
2-T82.320*,2-Displacement of aortic (bifurcation) graft (replacement)
2-T82.321*,2-Displacement of carotid arterial graft (bypass)
2-T82.322*,2-Displacement of femoral arterial graft (bypass)
2-T82.328*,2-Displacement of other vascular grafts
2-T82.329*,2-Displacement of unspecified vascular grafts
2-T82.330*,2-Leakage of aortic (bifurcation) graft (replacement)
2-T82.331*,2-Leakage of carotid arterial graft (bypass)
2-T82.332*,2-Leakage of femoral arterial graft (bypass)
2-T82.338*,2-Leakage of other vascular grafts
2-T82.339*,2-Leakage of unspecified vascular graft
2-T82.390*,2-Other mechanical complication of aortic (bifurcation) graft (replacement)
2-T82.391*,2-Other mechanical complication of carotid arterial graft (bypass)
2-T82.392*,2-Other mechanical complication of femoral arterial graft (bypass)
2-T82.398*,2-Other mechanical complication of other vascular grafts
2-T82.399*,2-Other mechanical complication of unspecified vascular grafts
2-T82.41*,2-Breakdown (mechanical) of vascular dialysis catheter
2-T82.42*,2-Displacement of vascular dialysis catheter
2-T82.43*,2-Leakage of vascular dialysis catheter
2-T82.49*,2-Other complication of vascular dialysis catheter
2-T82.510*,2-Breakdown (mechanical) of surgically created arteriovenous fistula
2-T82.511*,2-Breakdown (mechanical) of surgically created arteriovenous shunt
2-T82.512*,2-Breakdown (mechanical) of artificial heart
2-T82.513*,2-Breakdown (mechanical) of balloon (counterpulsation) device
2-T82.514*,2-Breakdown (mechanical) of infusion catheter
2-T82.515*,2-Breakdown (mechanical) of umbrella device
2-T82.518*,2-Breakdown (mechanical) of other cardiac and vascular devices and implants
2-T82.519*,2-Breakdown (mechanical) of unspecified cardiac and vascular devices and implants
2-T82.520*,2-Displacement of surgically created arteriovenous fistula
2-T82.521*,2-Displacement of surgically created arteriovenous shunt
2-T82.522*,2-Displacement of artificial heart
2-T82.523*,2-Displacement of balloon (counterpulsation) device
2-T82.524*,2-Displacement of infusion catheter
2-T82.525*,2-Displacement of umbrella device
2-T82.528*,2-Displacement of other cardiac and vascular devices and implants
2-T82.529*,2-Displacement of unspecified cardiac and vascular devices and implants
2-T82.530*,2-Leakage of surgically created arteriovenous fistula
2-T82.531*,2-Leakage of surgically created arteriovenous shunt
2-T82.532*,2-Leakage of artificial heart
2-T82.533*,2-Leakage of balloon (counterpulsation) device
2-T82.534*,2-Leakage of infusion catheter
2-T82.535*,2-Leakage of umbrella device
2-T82.538*,2-Leakage of other cardiac and vascular devices and implants
2-T82.539*,2-Leakage of unspecified cardiac and vascular devices and implants
2-T82.590*,2-Other mechanical complication of surgically created arteriovenous fistula
2-T82.591*,2-Other mechanical complication of surgically created arteriovenous shunt
2-T82.592*,2-Other mechanical complication of artificial heart
2-T82.593*,2-Other mechanical complication of balloon (counterpulsation) device
2-T82.594*,2-Other mechanical complication of infusion catheter
2-T82.595*,2-Other mechanical complication of umbrella device
2-T82.598*,2-Other mechanical complication of other cardiac and vascular devices and implants
2-T82.599*,2-Other mechanical complication of unspecified cardiac and vascular devices and implants
2-T82.6*,2-Infection and inflammatory reaction due to cardiac valve prosthesis
2-T82.7*,"2-Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"
2-T82.817*,"2-Embolism due to cardiac prosthetic devices, implants and grafts"
2-T82.818*,"2-Embolism due to vascular prosthetic devices, implants and grafts"
2-T82.827*,"2-Fibrosis due to cardiac prosthetic devices, implants and grafts"
2-T82.828*,"2-Fibrosis due to vascular prosthetic devices, implants and grafts"
2-T82.837*,"2-Hemorrhage due to cardiac prosthetic devices, implants and grafts"
2-T82.838*,"2-Hemorrhage due to vascular prosthetic devices, implants and grafts"
2-T82.847*,"2-Pain due to cardiac prosthetic devices, implants and grafts"
2-T82.848*,"2-Pain due to vascular prosthetic devices, implants and grafts"
2-T82.855*,2-Stenosis of coronary artery stent
2-T82.856*,2-Stenosis of peripheral vascular stent
2-T82.857*,"2-Stenosis of other cardiac prosthetic devices, implants and grafts"
2-T82.858*,"2-Stenosis of other vascular prosthetic devices, implants and grafts"
2-T82.867*,"2-Thrombosis due to cardiac prosthetic devices, implants and grafts"
2-T82.868*,"2-Thrombosis due to vascular prosthetic devices, implants and grafts"
2-T82.897*,"2-Other specified complication of cardiac prosthetic devices, implants and grafts"
2-T82.898*,"2-Other specified complication of vascular prosthetic devices, implants and grafts"
2-T82.9*,"2-Unspecified complication of cardiac and vascular prosthetic device, implant and graft"
2-T83.010*,2-Breakdown (mechanical) of cystostomy catheter
2-T83.011*,2-Breakdown (mechanical) of indwelling urethral catheter
2-T83.012*,2-Breakdown (mechanical) of nephrostomy catheter
2-T83.018*,2-Breakdown (mechanical) of other urinary catheter
2-T83.020*,2-Displacement of cystostomy catheter
2-T83.021*,2-Displacement of indwelling urethral catheter
2-T83.022*,2-Displacement of nephrostomy catheter
2-T83.028*,2-Displacement of other urinary catheter
2-T83.030*,2-Leakage of cystostomy catheter
2-T83.031*,2-Leakage of indwelling urethral catheter
2-T83.032*,2-Leakage of nephrostomy catheter
2-T83.038*,2-Leakage of other urinary catheter
2-T83.090*,2-Other mechanical complication of cystostomy catheter
2-T83.091*,2-Other mechanical complication of indwelling urethral catheter
2-T83.092*,2-Other mechanical complication of nephrostomy catheter
2-T83.098*,2-Other mechanical complication of other urinary catheter
2-T83.110*,2-Breakdown (mechanical) of urinary electronic stimulator device
2-T83.111*,2-Breakdown (mechanical) of implanted urinary sphincter
2-T83.112*,2-Breakdown (mechanical) of indwelling ureteral stent
2-T83.113*,2-Breakdown (mechanical) of other urinary stents
2-T83.118*,2-Breakdown (mechanical) of other urinary devices and implants
2-T83.120*,2-Displacement of urinary electronic stimulator device
2-T83.121*,2-Displacement of implanted urinary sphincter
2-T83.122*,2-Displacement of indwelling ureteral stent
2-T83.123*,2-Displacement of other urinary stents
2-T83.128*,2-Displacement of other urinary devices and implants
2-T83.190*,2-Other mechanical complication of urinary electronic stimulator device
2-T83.191*,2-Other mechanical complication of implanted urinary sphincter
2-T83.192*,2-Other mechanical complication of indwelling ureteral stent
2-T83.193*,2-Other mechanical complication of other urinary stent
2-T83.198*,2-Other mechanical complication of other urinary devices and implants
2-T83.21*,2-Breakdown (mechanical) of graft of urinary organ
2-T83.22*,2-Displacement of graft of urinary organ
2-T83.23*,2-Leakage of graft of urinary organ
2-T83.24*,2-Erosion of graft of urinary organ
2-T83.25*,2-Exposure of graft of urinary organ
2-T83.29*,2-Other mechanical complication of graft of urinary organ
2-T83.31*,2-Breakdown (mechanical) of intrauterine contraceptive device
2-T83.32*,2-Displacement of intrauterine contraceptive device
2-T83.39*,2-Other mechanical complication of intrauterine contraceptive device
2-T83.410*,2-Breakdown (mechanical) of implanted penile prosthesis
2-T83.411*,2-Breakdown (mechanical) of implanted testicular prosthesis
2-T83.418*,"2-Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract"
2-T83.420*,2-Displacement of implanted penile prosthesis
2-T83.421*,2-Displacement of implanted testicular prosthesis
2-T83.428*,"2-Displacement of other prosthetic devices, implants and grafts of genital tract"
2-T83.490*,2-Other mechanical complication of implanted penile prosthesis
2-T83.491*,2-Other mechanical complication of implanted testicular prosthesis
2-T83.498*,"2-Other mechanical complication of other prosthetic devices, implants and grafts of genital tract"
2-T83.510*,2-Infection and inflammatory reaction due to cystostomy catheter
2-T83.511*,2-Infection and inflammatory reaction due to indwelling urethral catheter
2-T83.512*,2-Infection and inflammatory reaction due to nephrostomy catheter
2-T83.518*,2-Infection and inflammatory reaction due to other urinary catheter
2-T83.590*,2-Infection and inflammatory reaction due to implanted urinary neurostimulation device
2-T83.591*,2-Infection and inflammatory reaction due to implanted urinary sphincter
2-T83.592*,2-Infection and inflammatory reaction due to indwelling ureteral stent
2-T83.593*,2-Infection and inflammatory reaction due to other urinary stents
2-T83.598*,"2-Infection and inflammatory reaction due to other prosthetic device, implant and graft in urinary system"
2-T83.61*,2-Infection and inflammatory reaction due to implanted penile prosthesis
2-T83.62*,2-Infection and inflammatory reaction due to implanted testicular prosthesis
2-T83.69*,"2-Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract"
2-T83.711*,2-Erosion of implanted vaginal mesh to surrounding organ or tissue
2-T83.712*,2-Erosion of implanted urethral mesh to surrounding organ or tissue
2-T83.713*,2-Erosion of implanted urethral bulking agent to surrounding organ or tissue
2-T83.714*,2-Erosion of implanted ureteral bulking agent to surrounding organ or tissue
2-T83.718*,2-Erosion of other implanted mesh to organ or tissue
2-T83.719*,2-Erosion of other prosthetic materials to surrounding organ or tissue
2-T83.721*,2-Exposure of implanted vaginal mesh into vagina
2-T83.722*,2-Exposure of implanted urethral mesh into urethra
